species,collection_no,lithology,specimen ID,part,measurement,mean
Uralelytron insignis,160746,"""siliciclastic""",NA,body,length,10.5
Uralelytron martynovi,116652,"""siliciclastic""",PIN 168/72,tegmen,width,2
Uralelytron martynovi,116652,"""siliciclastic""",PIN 168/72,tegmen,length,6.5
Uralia maculata,108206,"""siliciclastic""",PIN 1700/3308,forewing,length,14.3
Uralia maculata,108206,"""siliciclastic""",PIN 1700/3308,body,length,17
Uralia maculata,108206,"""siliciclastic""",PIN 1700/484,hindwing,length,12.5
Uralia sharovi,108206,"""siliciclastic""",PIN 1700/491,forewing,width,4.5
Uralia sharovi,108206,"""siliciclastic""",PIN 1700/491,forewing,length,15
Uralioma maxima,122753,"""siliciclastic""",PIN 4987/45,forewing,width,18
Uralioma maxima,122753,"""siliciclastic""",PIN 4987/45,forewing,length,55
Uralioma variabilis,108206,"""siliciclastic""",PIN 1700/3929,forewing,width,11.3
Uralioma variabilis,108206,"""siliciclastic""",PIN 1700/3929,forewing,length,31.2
Uralioma variabilis,108206,"""siliciclastic""",PIN 1700/823,forewing,width,9.6
Uralioma variabilis,108206,"""siliciclastic""",PIN 1700/823,forewing,length,29
Uralioma variabilis,108206,"""siliciclastic""",PIN 1700/837,hindwing,width,11.8
Uralioma variabilis,108206,"""siliciclastic""",PIN 1700/837,hindwing,length,24.7
Uralisyra angusta,114207,"""siliciclastic""",PU 1/435,forewing,width,3.7
Uralisyra angusta,114207,"""siliciclastic""",PU 1/435,forewing,length,8
Uralisyra prolubnikovi,114207,"""siliciclastic""",PU 1/167,forewing,width,3.6
Uralisyra prolubnikovi,114207,"""siliciclastic""",PU 1/167,forewing,length,8.2
Uraloageta archaica,108206,"""siliciclastic""",PIN 1700/2272,forewing,length,7.5
Uraloblatta insignis,102504,"""siliciclastic""",NA,tegmen,width,6
Uraloblatta insignis,102504,"""siliciclastic""",NA,tegmen,length,19
Uraloblatta insignis,102504,"""siliciclastic""",NA,body,width,5.5
Uraloblatta insignis,102504,"""siliciclastic""",NA,body,length,24
Uralocoleus splendens,155819,"""siliciclastic""",NA,elytron,width,1.5
Uralocoleus splendens,155819,"""siliciclastic""",NA,elytron,length,4
Uralocoleus ultimus,104992,"""siliciclastic""",PIN 3353/1055,elytron,width,3
Uralocoleus ultimus,104992,"""siliciclastic""",PIN 3353/1055,elytron,length,12
Uralocupes major,105058,"""siliciclastic""",PIN 1366/376,elytron,length,9
Uraloedischia permiensis,108206,"""siliciclastic""",PIN 1700/1479,forewing,length,50
Uraloprisca lisca,104992,"""siliciclastic""",PIN 3353/368,forewing,length,13
Uraloprisca uralica,116652,"""siliciclastic""",PIN 168/13,forewing,length,11
Uraloscytina kaltanica,122571,"""siliciclastic""",PIN 679/12,forewing,width,3.1
Uraloscytina kaltanica,122571,"""siliciclastic""",PIN 679/12,forewing,length,8
Uraloscytina multinervosa,152060,"""siliciclastic""",PIN 212/34,forewing,width,4.2
Uraloscytina multinervosa,152060,"""siliciclastic""",PIN 212/34,forewing,length,12.7
Uraloscytina prosbolioides,102504,"""siliciclastic""",NA,forewing,width,8
Uraloscytina prosbolioides,102504,"""siliciclastic""",NA,forewing,length,20
Uralotermes permianus,122754,"""siliciclastic""",Mauer 1936-1,forewing,width,5
Uralotermes permianus,122754,"""siliciclastic""",Mauer 1936-1,forewing,length,18
Uranorhagio asymmetricus,113364,"""shale""",DHG200751,wing,width,2.7
Uranorhagio asymmetricus,113364,"""shale""",DHG200751,wing,length,8.1
Uranorhagio asymmetricus,113364,"""shale""",DHG200751,body,length,14.5
Uranorhagio asymmetricus,113364,"""shale""",DHG200751,hind femur,length,3.2
Uranorhagio asymmetricus,113364,"""shale""",DHG200752,wing,width,2.7
Uranorhagio asymmetricus,113364,"""shale""",DHG200752,wing,length,8.7
Uranorhagio asymmetricus,113364,"""shale""",DHG200752,hind femur,length,3.2
Uranorhagio asymmetricus,113364,"""shale""",DHG200752,body,length,14.2
Uranorhagio asymmetricus,112664,"""shale""",CNU-DIB-NN2007020,wing,width,3.1
Uranorhagio asymmetricus,112664,"""shale""",CNU-DIB-NN2007020,wing,length,8.5
Uranorhagio asymmetricus,112664,"""shale""",CNU-DIB-NN2007020,body,length,13.5
Uranorhagio asymmetricus,112664,"""shale""",CNU-DIB-NN2007022,wing,width,3.7
Uranorhagio asymmetricus,112664,"""shale""",CNU-DIB-NN2007022,wing,length,10.5
Uranorhagio asymmetricus,112664,"""shale""",CNU-DIB-NN2007022,body,length,14
Uranorhagio daohugouensis,112664,"""shale""",CNU-DIB-NN2007016,wing,width,5.7
Uranorhagio daohugouensis,112664,"""shale""",CNU-DIB-NN2007016,wing,length,18
Uranorhagio daohugouensis,112664,"""shale""",CNU-DIB-NN2007016,body,length,21.7
Uranorhagio daohugouensis,112664,"""shale""",CNU-DIB-NN2007017,wing,width,4.2
Uranorhagio daohugouensis,112664,"""shale""",CNU-DIB-NN2007017,wing,length,13.5
Uranorhagio daohugouensis,112664,"""shale""",CNU-DIB-NN2007017,body,length,18
Uranorhagio deviatus,112664,"""shale""",CNU-DIB-NN2007018,wing,width,3.3
Uranorhagio deviatus,112664,"""shale""",CNU-DIB-NN2007018,wing,length,11
Uranorhagio deviatus,112664,"""shale""",CNU-DIB-NN2007018,body,length,14.8
Uranorhagio deviatus,112664,"""shale""",CNU-DIB-NN2007019,wing,width,4.2
Uranorhagio deviatus,112664,"""shale""",CNU-DIB-NN2007019,wing,length,13.7
Uranorhagio deviatus,112664,"""shale""",CNU-DIB-NN2007019,body,length,17
Urba punctata,21979,"""limestone""",Sellards 1117,forewing,width,3
Urba punctata,21979,"""limestone""",Sellards 1117,forewing,length,9
Urocerus ligniticus,113685,diatomite,MNHN IPM-R07004,forewing,length,23.52
Urocerus ligniticus,113685,diatomite,MNHN IPM-R07004,forewing,width,7.84
Urocerus ligniticus,113685,diatomite,MNHN IPM-B47308,forewing,width,8.04
Urocerus ligniticus,113685,diatomite,MNHN IPM-B47308,forewing,length,26.46
Urocerus ligniticus,120579,diatomite,MNHN IPM-R07722,forewing,width,8.13
Urocerus ligniticus,120579,diatomite,MNHN IPM-R07722,forewing,length,24.5
Urochela falsirubra,128552,mudstone,s82677,hemelytron,width,3.3
Urochela falsirubra,128552,mudstone,s82677,hemelytron,length,9.6
Urochela falsirubra,128552,mudstone,s82677,body,width,5.6
Urochela falsirubra,128552,mudstone,s82677,body,length,12.1
Urochela maculosa,128550,mudstone,79084,hemelytron,width,3.6
Urochela maculosa,128550,mudstone,79084,hemelytron,length,10.1
Urochela maculosa,128550,mudstone,79084,body,width,5.3
Urochela maculosa,128550,mudstone,79084,body,length,13.7
Urochela melaina,128550,mudstone,79024,hemelytron,width,3.7
Urochela melaina,128550,mudstone,79024,hemelytron,length,10.2
Urochela melaina,128550,mudstone,79024,body,width,6.5
Urochela melaina,128550,mudstone,79024,body,length,12.4
Urochela nigilimbosa,128551,mudstone,820149,hemelytron,width,2.8
Urochela nigilimbosa,128551,mudstone,820149,hemelytron,length,8
Urochela nigilimbosa,128551,mudstone,820149,body,width,5.3
Urochela nigilimbosa,128551,mudstone,820149,body,length,10.2
Urochela palilionacea,128551,mudstone,830064,hemelytron,width,3.6
Urochela palilionacea,128551,mudstone,830064,hemelytron,length,9.6
Urochela palilionacea,128551,mudstone,830064,body,width,7.1
Urochela palilionacea,128551,mudstone,830064,body,length,13.5
Urochela pardalina,128552,mudstone,s82678,hemelytron,width,4
Urochela pardalina,128552,mudstone,s82678,hemelytron,length,11.6
Urochela pardalina,128552,mudstone,s82678,body,width,6.8
Urochela pardalina,128552,mudstone,s82678,body,length,14.7
Urodon cinctus,121473,marl,U. cinctus d2 type,elytron,length,1.2
Urodon cinctus,121473,marl,U. cinctus d2 type,body,length,2.1
Urodon multipunctatus,142560,lignite,NA,body,length,2.9
Urogomphus giganteus,123985,lime mudstone,BSPGM AS VII 791,body,width,5.9
Urogomphus giganteus,123985,lime mudstone,BSPGM AS VII 791,body,length,84
Urogomphus giganteus,123985,lime mudstone,BSPGM AS VII 791,ovipositor,length,14
Urogomphus giganteus,123985,lime mudstone,BSPGM AS VII 791,head,width,11.8
Urogomphus giganteus,123985,lime mudstone,BSPGM AS VII 791,forewing,width,18.7
Urogomphus giganteus,123985,lime mudstone,BSPGM AS VII 791,forewing,length,91.8
Urogomphus giganteus,123985,lime mudstone,BSPGM AS VII 791,hindwing,width,26.8
Urogomphus giganteus,123985,lime mudstone,BSPGM AS VII 791,hindwing,length,90.7
Urogomphus giganteus,123985,lime mudstone,BSPGM 16,body,width,4.9
Urogomphus giganteus,123985,lime mudstone,BSPGM 16,body,length,78.6
Urogomphus giganteus,123985,lime mudstone,BSPGM 16,head,width,11.3
Urogomphus giganteus,123985,lime mudstone,BSPGM 16,forewing,width,17.2
Urogomphus giganteus,123985,lime mudstone,BSPGM 16,forewing,length,76.3
Urogomphus giganteus,123985,lime mudstone,BSPGM 16,hindwing,width,24.1
Urogomphus giganteus,123985,lime mudstone,BSPGM 16,hindwing,length,77.6
Urogomphus giganteus,123985,lime mudstone,BSPGM 18,forewing,length,77.7
Urogomphus giganteus,123985,lime mudstone,BSPGM 18,hindwing,width,23.6
Urogomphus giganteus,123985,lime mudstone,BSPGM 18,hindwing,length,74.4
Urogomphus giganteus,123985,lime mudstone,BSPGM 18,abdomen,width,8
Urogomphus giganteus,123985,lime mudstone,BSPGM 18,abdomen,length,58
Urogomphus giganteus,122880,lime mudstone,SMNS 63717,hindwing,width,20.5
Urogomphus giganteus,122880,lime mudstone,SMNS 63717,hindwing,length,70.5
Urogomphus giganteus,117531,"""limestone""",SMNS 63718,body,width,6
Urogomphus giganteus,117531,"""limestone""",SMNS 63718,body,length,64
Urogomphus giganteus,117531,"""limestone""",SMNS 63718,hindwing,width,18.8
Urogomphus giganteus,117531,"""limestone""",SMNS 63718,hindwing,length,68.6
Urogomphus giganteus,105798,lime mudstone,JME 1951.21,body,length,84
Urogomphus giganteus,105798,lime mudstone,JME 1951.21,ovipositor,length,13
Urogomphus giganteus,105798,lime mudstone,JME 1951.21,forewing,length,94.5
Urogomphus giganteus,105798,lime mudstone,JME 1951.21,hindwing,width,26.4
Urogomphus giganteus,105798,lime mudstone,JME 1951.21,hindwing,length,93.5
Urogomphus giganteus,122586,lime mudstone,MCZ 6192,hindwing,width,26.4
Urogomphus giganteus,122586,lime mudstone,MCZ 6192,hindwing,length,83.5
Urogomphus giganteus,123994,lime mudstone,MfN MB.J. 1721,forewing,length,83
Urogomphus giganteus,131959,lime mudstone,SMF VI 98c,body,width,7
Urogomphus giganteus,131959,lime mudstone,SMF VI 98c,body,length,77
Urogomphus giganteus,131959,lime mudstone,SMF VI 98b1/b2,body,length,77
Urogomphus giganteus,131959,lime mudstone,SMF VI 98b1/b2,forewing,length,81
Urogomphus giganteus,131959,lime mudstone,SMF VI 98b1/b2,hindwing,length,80
Urogomphus giganteus,131959,lime mudstone,SMF VI 98a,hindwing,length,81
Urogomphus giganteus,122880,lime mudstone,NA,hindwing,length,95
Urogomphus giganteus,122880,lime mudstone,NA,body,width,7
Urogomphus giganteus,139551,lime mudstone,NA,forewing,length,89.2
Urogomphus giganteus,139551,lime mudstone,NA,hindwing,length,90.5
Urogomphus giganteus,151861,lime mudstone,GPIT 17593,body,width,6
Urogomphus giganteus,151861,lime mudstone,GPIT 17593,body,length,92
Urogomphus giganteus,151861,lime mudstone,GPIT 17593,ovipositor,length,15
Urogomphus giganteus,151861,lime mudstone,GPIT 17593,forewing,length,90
Uroperla imparata,110818,siltstone/sandstone,PIN 923/11,forewing,length,20
Urortalis caudatus,124624,"""shale""",USNM 62539,wing,length,4.4
Urortalis caudatus,124624,"""shale""",USNM 62539,body,length,11.5
Urosigalphus aeternus,123119,"""shale""",NA,body,length,2
Urosyntexis magna,105970,siltstone,PIN 2554/1301,forewing,length,9.2
Urosyntexis magna,105970,siltstone,PIN 2554/1301,body,length,13
Uroteleia synthetica,123927,amber,No. 61828B,body,length,1.25
Uroxyela sicicauda,105536,siltstone/marl,PIN 1989/3348,forewing,length,4.5
Uroxyela sicicauda,105536,siltstone/marl,PIN 1989/3348,body,length,5
Urzhumskalicia kargalensis,104057,mudstone,PIN 199/171,forewing,length,25
Usia (Usia) atra,122010,"""shale""",NA,wing,width,0.92
Usia (Usia) atra,122010,"""shale""",NA,wing,length,3.2
Usia (Usia) atra,122010,"""shale""",NA,body,length,3.8
Uskatelytrum sibiricum,122565,"""siliciclastic""",PIN 506/72,forewing,width,6
Uskatelytrum sibiricum,122565,"""siliciclastic""",PIN 506/72,forewing,length,20
Uskaticupes javorskyi,122565,"""siliciclastic""",PIN 506/109,elytron,width,0.5
Uskaticupes javorskyi,122565,"""siliciclastic""",PIN 506/109,elytron,length,1.8
Uskatocoleus avitus,122566,"""siliciclastic""",PIN 676/389,elytron,width,1
Uskatocoleus avitus,122566,"""siliciclastic""",PIN 676/389,elytron,length,2.6
Uskatocoleus convexus,124603,"""siliciclastic""",PIN 675/47,elytron,width,0.9
Uskatocoleus convexus,124603,"""siliciclastic""",PIN 675/47,elytron,length,2.8
Uskatocoleus convexus,104754,siltstone,PIN 3840/1205,elytron,width,1
Uskatocoleus convexus,104754,siltstone,PIN 3840/1205,elytron,length,2.7
Uskatocoleus eurypygus,113351,claystone,PIN 5103/270,elytron,width,1.2
Uskatocoleus eurypygus,113351,claystone,PIN 5103/270,elytron,length,3.3
Uskatocoleus foveolatus,124608,"""siliciclastic""",PIN 673/388,elytron,width,1.3
Uskatocoleus foveolatus,124608,"""siliciclastic""",PIN 673/388,elytron,length,3.75
Uskatocoleus iljinskiensis,122566,"""siliciclastic""",PIN 676/376,elytron,width,1.3
Uskatocoleus iljinskiensis,122566,"""siliciclastic""",PIN 676/376,elytron,length,4.6
Uskatocoleus kaltanicus,104704,"""siliciclastic""",PIN 1197/385a,elytron,width,1.1
Uskatocoleus kaltanicus,104704,"""siliciclastic""",PIN 1197/385a,elytron,length,3.5
Uskatocoleus kushejakovicus,124610,"""siliciclastic""",PIN 1304/1,elytron,width,1.1
Uskatocoleus kushejakovicus,124610,"""siliciclastic""",PIN 1304/1,elytron,length,4.2
Uskatocoleus lutugini,124608,"""siliciclastic""",PIN 673/330,elytron,width,0.95
Uskatocoleus lutugini,124608,"""siliciclastic""",PIN 673/330,elytron,length,2.45
Uskatocoleus micron,104754,siltstone,PIN 3840/417,elytron,width,0.7
Uskatocoleus micron,104754,siltstone,PIN 3840/417,elytron,length,2.5
Uskatocoleus minimus,124608,"""siliciclastic""",PIN 673/366,elytron,width,0.92
Uskatocoleus minimus,124608,"""siliciclastic""",PIN 673/366,elytron,length,2.25
Uskatocoleus rhynchophorus,113351,claystone,PIN 5103/271,elytron,width,1
Uskatocoleus rhynchophorus,113351,claystone,PIN 5103/271,elytron,length,3.3
Uskatocoleus sukhonensis,104754,siltstone,PIN 3840/1273,elytron,width,0.9
Uskatocoleus sukhonensis,104754,siltstone,PIN 3840/1273,elytron,length,2.5
Uskatocoleus surijokovicus,122566,"""siliciclastic""",PIN 676/368,elytron,width,0.85
Uskatocoleus surijokovicus,122566,"""siliciclastic""",PIN 676/368,elytron,length,2.8
Uskatocoleus uralensis,152236,siltstone,PIN 5276/1,elytron,width,2.2
Uskatocoleus uralensis,152236,siltstone,PIN 5276/1,elytron,length,7.6
Uskatocoleus zalesskyi,122565,"""siliciclastic""",PIN 506/108,elytron,width,1.05
Uskatocoleus zalesskyi,122565,"""siliciclastic""",PIN 506/108,elytron,length,3.7
Ussatchovia gracilenta,113374,"""shale""",NIGP DHG200983,body,length,4.9
Ussatchovia gracilenta,113374,"""shale""",NIGP DHG200983,wing,width,1.4
Ussatchovia gracilenta,113374,"""shale""",NIGP DHG200983,wing,length,3.4
Ussatchovia jurassica,114660,not reported,PIN 3436/18,body,length,4.5
Ussatchovia jurassica,114660,not reported,PIN 3436/18,wing,length,2.7
Ussatchovia robusta,113374,"""shale""",NIGP DHG200982,body,length,5.3
Ussatchovia robusta,113374,"""shale""",NIGP DHG200982,wing,width,1.4
Ussatchovia robusta,113374,"""shale""",NIGP DHG200982,wing,length,4.2
Utanaboilus bellus,122552,siltstone/marl,PIN 1989/2560,tegmen,length,26
Utanaboilus pulchellus,152162,"""siliciclastic""",PIN 3086/127,tegmen,length,32
Utania defecta,152162,"""siliciclastic""",PIN 3086/47,forewing,width,4
Utania defecta,152162,"""siliciclastic""",PIN 3086/47,forewing,length,12
Utania remissa,123197,not reported,PIN 3015/1775,forewing,width,3
Utania remissa,123197,not reported,PIN 3015/1775,forewing,length,9
Vago oblonga,155034,mudstone,Kj1001,elytron,width,3
Vago oblonga,155034,mudstone,Kj1001,elytron,length,9
Vago oblonga,155034,mudstone,Kj1001,body,width,6
Vago oblonga,155034,mudstone,Kj1001,body,length,12
Valdaeshna surreyensis,160653,claystone,BMNH In 64632,forewing,width,10
Valdaeshna surreyensis,160653,claystone,BMNH In 64632,forewing,length,44
Valdeania medeirosi,152394,"""siliciclastic""",NA,forewing,length,64
Valdicordulia wellsorum,106281,mudstone,MNEMG 1995.61,hindwing,width,13.8
Valdicordulia wellsorum,106281,mudstone,MNEMG 1995.61,hindwing,length,41
Valdicossus chesteri,103930,ironstone/claystone,MNEMG 2008.2,hindwing,width,12
Valdicossus chesteri,103930,ironstone/claystone,MNEMG 2008.2,hindwing,length,15
Valdiscytina jarzembowskii,106417,sandstone,BMB 018461,tegmen,width,1.9
Valdiscytina jarzembowskii,106417,sandstone,BMB 018461,tegmen,length,3.8
Valdiscytina picta,119697,mudstone/siltstone,BMB 018463,tegmen,width,1.8
Valdiscytina picta,119697,mudstone/siltstone,BMB 018463,tegmen,length,4.5
Valditermes brenanae,74972,mudstone,BMNH In. 64588,forewing,length,10
Valditermes brenanae,74972,mudstone,BMNH In. 64588,forewing,width,3.1
Valenzuela debilis,109625,amber,Pictet and Hagen list 9 specimens; revised count from Enderlein,body,length,3
Valeseguya disjuncta,122982,amber,DR-10-313,body,length,6.25
Valeseguya disjuncta,122982,amber,DR-10-313,wing,length,5.84
Valeseguya disjuncta,122982,amber,DR-10-313,body,length,4.09
Valeseguya disjuncta,122982,amber,DR-10-313,wing,length,5.59
Valeseguya disjuncta,122982,amber,AMNH-11652,body,length,5.83
Valeseguya disjuncta,122982,amber,AMNH-11652,wing,length,5.3
Valeseguya disjuncta,122982,amber,AMNH-11653,body,length,4.27
Valeseguya disjuncta,122982,amber,AMNH-11653,wing,length,5.01
Valeseguya disjuncta,122982,amber,AMNH-11655,body,length,3.57
Valeseguya disjuncta,122982,amber,AMNH-11655,wing,length,4.39
Valeseguya disjuncta,122982,amber,AMNH-21110,body,length,4.39
Valeseguya disjuncta,122982,amber,AMNH-21110,wing,length,5.76
Valeseguya disjuncta,122982,amber,AMNH-21111,body,length,5.45
Valeseguya disjuncta,122982,amber,AMNH-21111,wing,length,4.59
Valeseguya disjuncta,122982,amber,AMNH-21112,body,length,4.73
Valeseguya disjuncta,122982,amber,AMNH-21112,wing,length,5.32
Valeseguya disjuncta,122982,amber,AMNH-11790,body,length,4.09
Valeseguya disjuncta,122982,amber,AMNH-11866a,wing,length,4.6
Valeseguya disjuncta,122982,amber,AMNH-11866a,body,length,5.18
Valeseguya disjuncta,122982,amber,AMNH-11316,body,length,4.03
Valeseguya disjuncta,122982,amber,AMNH-11885,wing,length,5.76
Valeseguya disjuncta,122982,amber,AMNH-11313,wing,length,5.01
Valeseguya disjuncta,122982,amber,AMNH-11312,wing,length,5.14
Valeseguya disjuncta,122982,amber,AMNH-11772,wing,length,5.45
Valeseguya disjuncta,122982,amber,AMNH-11772,body,length,5.96
Valeseguya disjuncta,122982,amber,AMNH-11780,wing,length,4.49
Valeseguya disjuncta,122982,amber,AMNH W-DR44,body,length,5.26
Valeseguya disjuncta,122982,amber,AMNH W-DR66,wing,length,5.84
Valvifulgoria tiantungensis,151540,mudstone,NIGP 70051,tegmen,width,4
Valvifulgoria tiantungensis,151540,mudstone,NIGP 70051,tegmen,length,8.5
Vanessa amerindica,122978,"""shale""",UF 21999,forewing,length,27
Vanessa amerindica,122978,"""shale""",UF 21999,hindwing,length,24.5
Vanessa attavina,117246,"""limestone""",NA,wing,length,16.875
Vanessa vetula,123945,"""shale""",NA,forewing,length,14
Vanessa vetula,123945,"""shale""",NA,hindwing,width,11.25
Vanessa vetula,123945,"""shale""",NA,hindwing,length,13.65
Vastaplatyura electrica,124464,amber,MLGDLU/NS/1002,wing,length,2.4
