species,collection_no,lithology,specimen ID,part,measurement,mean
Tshorkuphlebia shurabica,113411,"""siliciclastic""",PIN 459/30,forewing,length,40
Tshunicola carbonarius,102503,"""siliciclastic""",PIN 3115/32,forewing,length,12
Tshunoptera ampla,102503,"""siliciclastic""",PIN 3115/213,forewing,length,65
Tsuchingothauma shihi,113361,"""shale""",CNU-M-NN200401,forewing,width,10.5
Tsuchingothauma shihi,113361,"""shale""",CNU-M-NN200401,forewing,length,28
Tsuchingothauma shihi,113361,"""shale""",CNU-M-NN200401,body,length,22
Tsuchingothauma shihi,113361,"""shale""",CNU-M-NN200402,forewing,width,11
Tsuchingothauma shihi,113361,"""shale""",CNU-M-NN200402,forewing,length,27
Tuanwangica aethoneura,125196,"""shale""",Shandong Provincial Museum L85106,forewing,width,2.8
Tuanwangica aethoneura,125196,"""shale""",Shandong Provincial Museum L85106,forewing,length,7.6
Tumearolium humifuse,128552,mudstone,s82697,forewing,length,16.4
Tumearolium humifuse,128552,mudstone,s82697,body,length,15.3
Tunephemera tungussica,118028,"""siliciclastic""",PIN 5382/17,forewing,length,8
Tunguskaptera eximia,103638,"""siliciclastic""",PIN 1075/1,forewing,width,16
Tunguskaptera eximia,103638,"""siliciclastic""",PIN 1075/1,forewing,length,46.8
Tunguskaptera eximia,103638,"""siliciclastic""",PIN 1075/1,pronotum,width,10
Tunguskaptera eximia,103638,"""siliciclastic""",PIN 1075/1,pronotum,length,6
Tunicopterus sigara,105970,siltstone,PIN 2554/669,body,width,1.6
Tunicopterus sigara,105970,siltstone,PIN 2554/669,body,length,5.3
Tuphella rasnitzyni,110763,"""siliciclastic""",PIN 2240/4050,tegmen,length,17.5
Tuphephialtites zherikhini,111725,mudstone,NIGP134560,body,length,10.6
Tuphephialtites zherikhini,111725,mudstone,NIGP134560,antennae,length,5.7
Tuphephialtites zherikhini,111725,mudstone,NIGP134560,forewing,width,2.6
Tuphephialtites zherikhini,111725,mudstone,NIGP134560,forewing,length,6.4
Tuphephialtites zherikhini,111725,mudstone,NIGP134560,hindwing,width,1.5
Tuphephialtites zherikhini,111725,mudstone,NIGP134560,hindwing,length,3.8
Tupus gallicus,104990,claystone/siltstone,LdLAP 568,forewing,width,18.3
Tupus gallicus,104990,claystone/siltstone,LdLAP 568,forewing,length,79
Tupus gilmorei,123973,"""shale""/sandstone",USNM 71279,forewing,width,23
Tupus gilmorei,123973,"""shale""/sandstone",USNM 71279,forewing,length,105
Tupus gracilis,104823,lime mudstone,MCZ 4818,forewing,width,26
Tupus gracilis,104823,lime mudstone,MCZ 4818,forewing,length,145
Tupus orientalis,139576,"""siliciclastic""",CNU-NX1-406,forewing,width,18.8
Tupus orientalis,139576,"""siliciclastic""",CNU-NX1-406,forewing,length,140
Tupus permianus,111219,"""limestone""",YPM 5008,hindwing,length,90
Tupus whitei,11150,"""shale""/sandstone",USNM 71713,forewing,width,22
Tupus whitei,11150,"""shale""/sandstone",USNM 71713,forewing,length,93
Turanophlebia anglicana,106417,sandstone,BMB 018531,hindwing,width,8.3
Turanophlebia anglicana,106417,sandstone,BMB 018531,hindwing,length,39.7
Turanophlebia martynovi,105970,siltstone,PIN 2554/210,hindwing,length,41
Turanophlebia mongolica,103657,"""siliciclastic""",PIN 3559/69,hindwing,width,9.7
Turanophlebia mongolica,103657,"""siliciclastic""",PIN 3559/69,hindwing,length,41
Turanophlebia neckini,113402,siltstone,PIN 2452/3,hindwing,length,39
Turanophlebia neckini,113402,siltstone,PIN 2452/3,hindwing,width,7.3
Turanophlebia sibirica,105536,siltstone/marl,PIN 1989/1258,hindwing,length,46
Turanophlebia sinica,123434,mudstone,NIGP 148201,forewing,width,10.4
Turanophlebia sinica,123434,mudstone,NIGP 148201,forewing,length,49.5
Turanophlebia sinica,123434,mudstone,NIGP 148201,body,width,5
Turanophlebia sinica,123434,mudstone,NIGP 148201,body,length,66.5
Turanophlebia sinica,123434,mudstone,NIGP 148201,hindwing,width,12.1
Turanophlebia sinica,123434,mudstone,NIGP 148201,hindwing,length,45.5
Turanophlebia vitimensis,119510,marl/siltstone,PIN 2361/1,hindwing,width,10.1
Turanophlebia vitimensis,119510,marl/siltstone,PIN 2361/1,hindwing,length,47
Turanophlebia vitimensis,119510,marl/siltstone,PIN 2361/1,abdomen,width,3.7
Turanophlebia vitimensis,119510,marl/siltstone,PIN 2361/1,abdomen,length,45
Turanopsyche venosa,114703,not reported,TSNIGRI 976/11,forewing,length,12
Turanopteron bexleyi,106417,sandstone,BMB 018377,wing,width,4
Turanopteron bexleyi,106417,sandstone,BMB 018377,wing,length,30
Turanopteron major,105971,siltstone,PIN 2066/14,forewing,length,31
Turanopteron medium,106101,siltstone,PIN 2239/12,forewing,length,21
Turanopteron minor,105970,siltstone,PIN 2554/215,forewing,length,14
Turanopteron pommerana,114993,"""shale""",LGA 480,forewing,length,25
Turanothemis nodalis,106102,siltstone,PIN 2384/9,hindwing,length,37
Turanovia incompleta,113439,siltstone,PIN 2784/2250,body,width,2.1
Turanovia incompleta,113439,siltstone,PIN 2784/2250,body,length,11
Turbopterum finum,114186,"""shale""",DPCU 70/1963,forewing,width,2.7
Turbopterum finum,114186,"""shale""",DPCU 70/1963,forewing,length,10.1
Turgaiella pomerantsevae,156717,"""siliciclastic""",PIN 718/5,forewing,width,12
Turgaiella pomerantsevae,156717,"""siliciclastic""",PIN 718/5,forewing,length,32
Turgaphloeus pubescens,119499,mudstone,PIN 1742/488,body,width,0.4
Turgaphloeus pubescens,119499,mudstone,PIN 1742/488,body,length,1.8
Turgidontes magnus,119499,mudstone,PIN 1742/134,forewing,length,16
Turgidontes magnus,119499,mudstone,PIN 1742/134,body,length,21
Turgonalus cooperi,104005,not reported,BMB 016385,forewing,length,2.2
Turgonalus minor,119499,mudstone,PIN 1742/578,forewing,length,3.6
Turgonalus minor,119499,mudstone,PIN 1742/578,body,length,4
Turgoserphus sphenogaster,119499,mudstone,PIN 1742/580,forewing,length,6.5
Turgoserphus sphenogaster,119499,mudstone,PIN 1742/580,body,length,7
Turkestania deviata,106088,"""siliciclastic""",PIN 2555/1142,forewing,width,23
Turkestania deviata,106088,"""siliciclastic""",PIN 2555/1142,forewing,length,105
Turnbullia priscillae,122529,mudstone,FMNH PE149,wing,width,25
Turnbullia priscillae,122529,mudstone,FMNH PE149,wing,length,63
Turneropterum turneri,127042,mudstone,RT 103 ab,forewing,width,30.5
Turneropterum turneri,127042,mudstone,RT 103 ab,forewing,length,53
Turneropterum turneri,127042,mudstone,NA,hindwing,width,31
Turneropterum turneri,127042,mudstone,NA,hindwing,length,31
Turneropterum turneri,127042,mudstone,RT 102 ab,forewing,width,11.8
Turneropterum turneri,127042,mudstone,RT 102 ab,forewing,length,53
Turonempis styx,110895,amber/lignite,AMNH NJ-520,body,length,2.21
Turonempis styx,110895,amber/lignite,AMNH NJ-520,wing,length,1.86
Turonerirhinus karatavensis,103274,mudstone,PIN 2383/211,body,length,3.9
Turonerirhinus karatavensis,103274,mudstone,PIN 2383/288,elytron,length,3.05
Turonerirhinus poinari,103274,mudstone,PIN 2383/372,body,length,3.5
Turonerirhinus poinari,103274,mudstone,PIN 2383/219,elytron,length,1.65
Turonerirhinus punctatus,103274,mudstone,PIN 2383/257,body,length,2.1
Turoniblatta israelica,103446,"""shale""",HU 38332,tegmen,width,4
Turoniblatta israelica,103446,"""shale""",HU 38332,tegmen,length,22.5
Turononemonyx samsonovi,103274,mudstone,PIN 2383/361,body,length,3.5
Tutujasina paradoxa,125231,"""siliciclastic""",PIN 2248/21,forewing,length,12
Tychius evolatus,106384,"""shale""",NA,body,length,3.75
Tychius ferox,124624,"""shale""",USNM 63452,body,length,3.9
Tychius latus,121475,marl,T. latus d1 type,elytron,length,1.6
Tychius latus,121475,marl,T. latus d1 type,body,length,2.2
Tychius secretus,106384,"""shale""",NA,body,length,4.1
Tychon antiquum,104008,not reported,Hand Pl XLV fig 76,elytron,width,0.9
Tychon antiquum,104008,not reported,Hand Pl XLV fig 76,elytron,length,3
Tychon antiquum,104008,not reported,NA,elytron,length,6
Tychticola longipenna,122565,"""siliciclastic""",PIN 506/131,tegmen,width,2.6
Tychticola longipenna,122565,"""siliciclastic""",PIN 506/131,tegmen,length,9
Tychticupes beljanini,122565,"""siliciclastic""",PIN 506/97,elytron,width,1.65
Tychticupes beljanini,122565,"""siliciclastic""",PIN 506/97,elytron,length,4.5
Tychticupes radtshenkoi,122565,"""siliciclastic""",PIN 506/95,elytron,width,0.7
Tychticupes radtshenkoi,122565,"""siliciclastic""",PIN 506/95,elytron,length,2.5
Tychticupes ussovi,122565,"""siliciclastic""",PIN 506/116,elytron,width,0.3
Tychticupes ussovi,122565,"""siliciclastic""",PIN 506/116,elytron,length,2.5
Tychticupoides grjazevi,124608,"""siliciclastic""",PIN 673/394,elytron,width,0.8
Tychticupoides grjazevi,124608,"""siliciclastic""",PIN 673/394,elytron,length,4.5
Tychtobius brevicostatus,122565,"""siliciclastic""",PIN 506/119,forewing,width,3.8
Tychtobius brevicostatus,122565,"""siliciclastic""",PIN 506/119,forewing,length,10.75
Tychtocoleus neuburgae,122565,"""siliciclastic""",PIN 506/111,elytron,width,0.55
Tychtocoleus neuburgae,122565,"""siliciclastic""",PIN 506/111,elytron,length,1.82
Tychtopsyche beljanini,122565,"""siliciclastic""",PIN 506/102,forewing,width,3
Tychtopsyche beljanini,122565,"""siliciclastic""",PIN 506/102,forewing,length,6.5
Tychtopsyche permiana,122568,"""siliciclastic""",PIN 600/125,hindwing,width,2.77
Tychtopsyche permiana,122568,"""siliciclastic""",PIN 600/125,hindwing,length,6.5
Tychtopsyche relicta,122565,"""siliciclastic""",PIN 506/122(120),forewing,width,1.5
Tychtopsyche relicta,122565,"""siliciclastic""",PIN 506/122(120),forewing,length,3.2
Tychtoscarta sokolvensis,124608,"""siliciclastic""",PIN 673/400,forewing,width,2
Tychtoscarta sokolvensis,124608,"""siliciclastic""",PIN 673/400,forewing,length,6.2
Tychtoscytina kusnezkiensis,122565,"""siliciclastic""",PIN 506/103,tegmen,width,3
Tychtoscytina kusnezkiensis,122565,"""siliciclastic""",PIN 506/103,tegmen,length,5.8
Tylecomnus davisii,106384,"""shale""",MCZ 2240,Body,length,11.5
Tylecomnus pimploides,106384,"""shale""",MCZ 2241,Body,length,15
Tylocomnus creedensis,117882,"""shale""",NA,body,width,3
Tylocomnus creedensis,117882,"""shale""",NA,body,length,14
Tylocomnus creedensis,117882,"""shale""",NA,forewing,length,9
Typhothauma excelsa,123472,mudstone,CNU-MEC-NN2009004,forewing,width,5.5
Typhothauma excelsa,123472,mudstone,CNU-MEC-NN2009004,forewing,length,13.3
Typhothauma yixianensis,111722,mudstone,CNU-M-LB200401,forewing,width,8
Typhothauma yixianensis,111722,mudstone,CNU-M-LB200401,forewing,length,18
Tyrannopsylla beipiaoensis,111725,mudstone,NIGP 154249,body,length,14.7
Tyrannopsylla beipiaoensis,111725,mudstone,NIGP 154250,body,length,16.2
Tyrannopterum minimum,114186,"""shale""",DPCU 93/1963,forewing,width,1.9
Tyrannopterum minimum,114186,"""shale""",DPCU 93/1963,forewing,length,5.3
Tyrbula russelli,106384,"""shale""",MCZ 7,body,length,23
Tyrbula russelli,106384,"""shale""",MCZ 7,antennae,length,10
Tyrbula russelli,106384,"""shale""",MCZ 7,elytron,length,18
Tyrbula russelli,106384,"""shale""",MCZ 7,femur,length,14.5
Tyrbula scudderi,113749,not reported,Coll. Cockerell fig 1A,elytron,width,5
Tyrbula scudderi,113749,not reported,Coll. Cockerell fig 1A,elytron,length,32
Tyrbula scudderi,113749,not reported,Coll. Cockerell fig 1B,femur,width,3.3
Tyrbula scudderi,113749,not reported,Coll. Cockerell fig 1B,femur,length,17.5
Tyrbula scudderi,113749,not reported,Coll. Cockerell fig 1B,tibia,width,0.5
Tyrbula scudderi,113749,not reported,Coll. Cockerell fig 1B,tibia,length,18.6
Tyrbula scudderi,113749,not reported,Coll. Cockerell fig 1B,tibial spine,length,1.5
Tyrbula scudderi,113749,not reported,Coll. Cockerell fig 1B,tarsus,length,6
Tyrtaeus azureus,122472,amber,NA,elytron,width,1.05
Tyrtaeus azureus,122472,amber,NA,elytron,length,2.4
Tyrtaeus elongatus,122472,amber,NA,elytron,width,0.4
Tyrtaeus elongatus,122472,amber,NA,elytron,length,1.4
Tyrtaeus flavoantennatus,122472,amber,NA,elytron,length,1.8
Tyrtaeus thoracicus,122472,amber,NA,elytron,width,0.55
Tyrtaeus thoracicus,122472,amber,NA,elytron,length,1.4
Tytthodiplatys mecynocercus,111688,amber,AMNH Bu-FB75,body,length,1.9
Tytthopsen nanus,123960,lime mudstone,BMNH In.25568,forewing,length,3.7
Tyulkinia bashkuevi,103639,claystone,PIN 3474/22,forewing,width,2.8
Tyulkinia bashkuevi,103639,claystone,PIN 3474/22,forewing,length,9
Tyulkinia bashkuevi,103639,claystone,PIN 3474/58,forewing,width,2.3
Tyulkinia bashkuevi,103639,claystone,PIN 3474/58,forewing,length,6.6
Tyulkinia bashkuevi,103639,claystone,PIN 3474/23,forewing,length,6.9
Tzetzenulia dilutemaculata,114615,claystone,PIN 3791/1434,tegmen,length,38
Udaserphus transbaicalicus,104950,not reported,PIN 3053/387,forewing,length,2.5
Udaserphus transbaicalicus,104950,not reported,PIN 3053/387,body,length,3
Udopteryx complicata,104950,not reported,PIN 3053/401,forewing,length,5
Udopteryx complicata,104950,not reported,PIN 3053/401,body,length,5
Udopteryx expansa,106279,siltstone,PIN 2904/440,body,length,4.5
Udopteryx expansa,106279,siltstone,PIN 2904/440,forewing,length,6.2
Udopteryx expansa,106279,siltstone,PIN 2904/440,hindwing,length,4.7
Udopteryx kovalevi,118010,claystone,PIN 1255/483,forewing,length,6
Udopteryx kovalevi,118010,claystone,PIN 1255/483,hindwing,length,6.3
Ufimoprisca alba,105063,"""siliciclastic""",PIN 1206/16,forewing,length,16
Ufimoprisca kamensis,103639,claystone,PIN 3474/16,forewing,length,10
Ufimoprisca mica,103639,claystone,PIN 3474/104,forewing,length,7
Ulaia communis,123197,not reported,PIN 3016/260,wing,width,0.8
Ulaia communis,123197,not reported,PIN 3016/260,wing,length,2.8
Ulaia magna,104950,not reported,PIN 3053/791,larva body,length,7
Ulaia montana,104950,not reported,PIN 3053/748(756),larva body,length,7
Ulaia reducta,104950,not reported,PIN 3053/738,larva body,length,4.8
Ulaimailia vetula,104950,not reported,PIN 3053/796,larva body,length,10
Ulaimailonia mixta,104950,not reported,PIN 3053/772(800),larva body,width,1
Ulaimailonia mixta,104950,not reported,PIN 3053/772(800),larva body,length,12
Ulaimailoniella fusiformis,104950,not reported,PIN 3053/775,larva body,width,0.7
Ulaimailoniella fusiformis,104950,not reported,PIN 3053/775,larva body,length,9
Ulanocoris femoralis,133754,not reported,PIN 4202/266,body,width,3.5
Ulanocoris femoralis,133754,not reported,PIN 4202/266,body,length,8.2
Ulanocoris femoralis,133754,not reported,PIN 4202/266,elytron,length,7.1
Ulanocoris grandis,133754,not reported,PIN 4202/622,elytron,length,8.1
Ulanocoris grandis,133754,not reported,PIN 4202/622,body,width,3.5
Ulanocoris grandis,133754,not reported,PIN 4202/622,body,length,11
Uliobythus terpsichore,122471,amber,Azar 157-A,body,length,1.4
Uliobythus terpsichore,122471,amber,Azar 157-A,forewing,length,1
Ulmeriella aquisextana,122501,"""limestone""",MNHN IPM-R.07443,forewing,width,3.5
Ulmeriella aquisextana,122501,"""limestone""",MNHN IPM-R.07443,forewing,length,14.5
Ulmeriella aquisextana,122501,"""limestone""",MNHN IPM-R.54242,forewing,length,13
Ulmeriella aquisextana,122501,"""limestone""",MNHN IPM-R.54242,body,width,2.6
Ulmeriella aquisextana,122501,"""limestone""",MNHN IPM-R.54242,body,length,12.2
Ulmeriella bauckhorni,122010,"""shale""",U. bauckhorni LACM specimens,forewing,width,3
Ulmeriella bauckhorni,122010,"""shale""",U. bauckhorni LACM specimens,forewing,length,12.2
Ulmeriella bauckhorni,122010,"""shale""",U. bauckhorni LACM specimens,hindwing,width,3.24
Ulmeriella bauckhorni,122010,"""shale""",U. bauckhorni LACM specimens,hindwing,length,12
Ulmeriella bauckhorni,122010,"""shale""",U. bauckhorni LACM specimens,body,width,2.6
Ulmeriella bauckhorni,122010,"""shale""",U. bauckhorni LACM specimens,body,length,10.2
Ulmeriella bauckhorni,150934,claystone,ZD9715,hindwing,width,7.4
Ulmeriella bauckhorni,150934,claystone,ZD9715,hindwing,length,22
Ulmeriella bauckhorni,138696,lignite,NA,forewing,width,3
Ulmeriella bauckhorni,138696,lignite,NA,forewing,length,10
Ulmeriella bauckhorni,122010,"""shale""",U. rottensis LACM types,forewing,width,4
Ulmeriella bauckhorni,122010,"""shale""",U. rottensis LACM types,forewing,length,13
Ulmeriella bauckhorni,122010,"""shale""",U. rottensis LACM types,hindwing,width,4.6
Ulmeriella bauckhorni,122010,"""shale""",U. rottensis LACM types,hindwing,length,12.5
Ulmeriella bauckhorni,122010,"""shale""",U. rottensis LACM types,body,width,2.85
Ulmeriella bauckhorni,122010,"""shale""",U. rottensis LACM types,body,length,14.5
Ulmeriella cockerelli,114018,claystone,PIN 2113/18,forewing,width,4.7
Ulmeriella cockerelli,114018,claystone,PIN 2113/18,forewing,length,14
Ulmeriella cockerelli,114018,claystone,PIN 2113/17,forewing,width,5.5
Ulmeriella cockerelli,114018,claystone,PIN 2113/17,forewing,length,16.5
Ulmeriella latahensis,146100,mudstone,USNM 59181,hindwing,width,5
Ulmeriella latahensis,146100,mudstone,USNM 59181,hindwing,length,16
Ulmeriella martynovi,123872,lime mudstone,NHMM 41,forewing,length,12.5
Ulmeriella martynovi,123872,lime mudstone,NHMM 40,forewing,length,12.3
Ulmeriella martynovi,156164,diatomite,MPVR Riou 7,hindwing,width,4.5
Ulmeriella martynovi,156164,diatomite,MPVR Riou 7,hindwing,length,14
Ulmeriella pliocenica,113893,"diatomite/""volcaniclastic""",MNHN IPM-R.54194,forewing,width,3.5
Ulmeriella pliocenica,113893,"diatomite/""volcaniclastic""",MNHN IPM-R.54194,forewing,length,14
Ulmeriella rubiensis,120623,"""shale""",B-72,hindwing,width,3.95
Ulmeriella rubiensis,120623,"""shale""",B-72,hindwing,length,12.78
Ulmeriella shizukuishiensis,152332,"""siliciclastic""",NSM-PA12212,forewing,width,4.2
Ulmeriella shizukuishiensis,152332,"""siliciclastic""",NSM-PA12212,forewing,length,13.6
Ulmeriella strausi,109196,marl,GZG 52-15062,forewing,width,4
Ulmeriella strausi,109196,marl,GZG 52-15062,forewing,length,18
Ulmeriella uemurai,142138,"""siliciclastic""",NSM-PA12210,forewing,width,3.8
Ulmeriella uemurai,142138,"""siliciclastic""",NSM-PA12210,forewing,length,13.3
Ulmeriella uemurai,142138,"""siliciclastic""",NSM-PA12211,hindwing,width,4.3
Ulmeriella uemurai,142138,"""siliciclastic""",NSM-PA12211,hindwing,length,13.4
Ulmeriella willershausensis,109196,marl,GZG 14181,forewing,width,4.5
Ulmeriella willershausensis,109196,marl,GZG 14181,forewing,length,15.4
Ulmeriella willershausensis,109196,marl,GZG 15582,hindwing,width,5
Ulmeriella willershausensis,109196,marl,GZG 15582,hindwing,length,13.5
Ulmeriella willershausensis,109196,marl,GZG 16292,hindwing,width,5.1
Ulmeriella willershausensis,109196,marl,GZG 16292,hindwing,length,14
Ulomites willcoxi,111777,siltstone,GSQI50,elytron,width,3.2
Ulomites willcoxi,111777,siltstone,GSQI50,elytron,length,11
Ululodes paleonesia,124231,amber,AMNH no number,body,length,13
Ululodes paleonesia,124231,amber,AMNH no number,forewing,length,22
Ulus minutus,113749,not reported,NA,body,length,2.9
Ulyana nobilis,123528,mudstone,PIN 3800/1199,elytron,length,11.3
Ulyana nobilis,123528,mudstone,PIN 3800/1199,body,length,17.5
Ulyanisca dentipes,127565,"""siliciclastic""",PIN 3559/6466,body,length,5.6
Ulyanisca dentipes,127565,"""siliciclastic""",PIN 3559/6467,body,length,5.2
Umenocoleus nervosus,151876,"""shale""",NIGP 124653,elytron,width,3.2
Umenocoleus nervosus,151876,"""shale""",NIGP 124653,elytron,length,11
Umenocoleus sinuatus,138918,"""shale""","NIGPAS N23, F4704101",tegmen,width,3.4
Umenocoleus sinuatus,138918,"""shale""","NIGPAS N23, F4704101",tegmen,length,12
Umenocoleus sinuatus,138918,"""shale""","NIGPAS N23, F4704101",body,width,6
Umenocoleus sinuatus,138918,"""shale""","NIGPAS N23, F4704101",body,length,17
Umerata mirabilis,103657,"""siliciclastic""",PIN 3559/2281,elytron,length,5.8
Umerata mirabilis,103657,"""siliciclastic""",PIN 3559/2281,body,width,4.2
Umerata mirabilis,103657,"""siliciclastic""",PIN 3559/2281,body,length,8.7
Umkomaasia depressa,151912,"""siliciclastic""",BMNH In 59564,elytron,width,4
Umkomaasia depressa,151912,"""siliciclastic""",BMNH In 59564,elytron,length,8
Umoricoleus perplex,114186,"""shale""",Charles University 13/1968,elytron,width,1.7
Umoricoleus perplex,114186,"""shale""",Charles University 13/1968,elytron,length,8.2
Unda angulata,123198,"""siliciclastic""",PIN 2372/24,elytron,length,4.5
Unda angulata,123198,"""siliciclastic""",PIN 2372/24,body,width,2.5
Unda angulata,123198,"""siliciclastic""",PIN 2372/24,body,length,6
Unda chifengensis,113371,"""shale""",NIGP 152463,body,width,5.1
Unda chifengensis,113371,"""shale""",NIGP 152463,body,length,10.2
Unda cursoria,123198,"""siliciclastic""",PIN 2372/23,elytron,length,4.5
Unda cursoria,123198,"""siliciclastic""",PIN 2372/23,body,width,3.5
Unda cursoria,123198,"""siliciclastic""",PIN 2372/23,body,length,7
Unda microplata,123197,not reported,PIN 3015/371,elytron,length,3
Unda microplata,123197,not reported,PIN 3015/371,body,width,1.9
Unda microplata,123197,not reported,PIN 3015/371,body,length,3.8
Unda pachycephala,125407,"""siliciclastic""",PIN 3795/1125,elytron,length,3.5
Unda pachycephala,125407,"""siliciclastic""",PIN 3795/1125,body,width,2.4
Unda pachycephala,125407,"""siliciclastic""",PIN 3795/1125,body,length,4.8
Unda pandurata,106965,mudstone,BL92082/3,elytron,width,1.7
Unda pandurata,106965,mudstone,BL92082/3,elytron,length,5.3
Unda pandurata,106965,mudstone,BL92082/3,body,width,4
Unda pandurata,106965,mudstone,BL92082/3,body,length,9.8
Undacypha bournieri,113371,"""shale""",NIGP 156164,forewing,width,0.645
Undacypha bournieri,113371,"""shale""",NIGP 156164,forewing,length,2.311
Undacypha bournieri,113371,"""shale""",NIGP 156164,body,length,2.489
Undacypha divaricata,154730,mudstone,Hong 1008,forewing,width,1.7
Undacypha divaricata,154730,mudstone,Hong 1008,forewing,length,3
Undacypha divaricata,154730,mudstone,Hong 1008,body,length,2
Undacypha europaea,114993,"""shale""",LGA 233,forewing,width,0.9
Undacypha europaea,114993,"""shale""",LGA 233,forewing,length,2.2
Undacypha europaea,114993,"""shale""",LGA 223,forewing,width,0.6
Undacypha europaea,114993,"""shale""",LGA 223,forewing,length,1.5
Undacypha fumida,123197,not reported,PIN 3015/382,forewing,width,0.9
Undacypha fumida,123197,not reported,PIN 3015/382,forewing,length,2.5
Undacypha fumida,123197,not reported,NA,hindwing,width,0.6
Undacypha fumida,123197,not reported,NA,hindwing,length,2
Undacypha kreiteri,113371,"""shale""",NIGP 156167,forewing,width,1.108
Undacypha kreiteri,113371,"""shale""",NIGP 156167,forewing,length,3.076
Undacypha kreiteri,113371,"""shale""",NIGP 156167,body,length,3.02
Undacypha longinervis,123197,not reported,PIN 3015/385,forewing,width,0.7
Undacypha longinervis,123197,not reported,PIN 3015/385,forewing,length,2.2
Undacypha longinervis,123197,not reported,NA,hindwing,width,0.5
Undacypha longinervis,123197,not reported,NA,hindwing,length,1.7
Undacypha una,77192,claystone/siltstone,NMVP103242,forewing,width,0.8
Undacypha una,77192,claystone/siltstone,NMVP103242,forewing,length,2.4
Undacypha una,77192,claystone/siltstone,NMVP103242,body,length,2
Undatoma bicolor,123450,sandstone,BMB 018500,forewing,length,6.6
Undatoma dahurica,123197,not reported,PIN 3015/361,forewing,length,6.1
Undatoma rudgwickensis,104005,not reported,BMB 018502,forewing,length,5.6
Undatoma stigmatica,103833,"""siliciclastic""",BMB 020499,forewing,length,5.25
Undatoma stigmatica,103833,"""siliciclastic""",BMB 020499,body,length,7.5
Undatoma taksha,114316,mudstone,PIN 2587/73,forewing,length,7
Undatoma taksha,114316,mudstone,PIN 2587/73,body,length,10
Undatoma undurgensis,114316,mudstone,PIN 2587/76,forewing,length,4
Undatoma undurgensis,114316,mudstone,PIN 2587/76,body,length,5.3
Undaya alata,123197,not reported,PIN 3015/165,wing,length,3.2
Undaya alata,123197,not reported,PIN 3015/140,wing,length,3.7
Undaya alata,125407,"""siliciclastic""",PIN 3795/640,wing,length,3.4
Undaya comis,123197,not reported,PIN 3015/113,wing,length,5
Undaya comis,123197,not reported,PIN 3015/113,body,length,4
Undaya gargantuina,114307,not reported,PIN 3063/566,wing,length,3.7
Undaya gargantuina,114307,not reported,PIN 3063/1086,wing,length,4.1
Undaya hilara,123197,not reported,PIN 3015/1434,wing,length,4
Undaya kaluginae,123198,"""siliciclastic""",PIN 2372/26,wing,length,5
Undaya kaluginae,114307,not reported,PIN 3063/1046,wing,length,5
Undaya lenae,119619,mudstone,PIN 4270/2150,wing,length,2.6
Undaya lukashevichae,119619,mudstone,PIN 4270/2151,wing,length,2.6
Undaya maxima,110818,siltstone/sandstone,PIN 923/16,wing,length,20
Undaya mitis,114307,not reported,PIN 3063/125,wing,length,5
Undaya molesta,123197,not reported,PIN 3015/135,wing,length,5.2
Undaya namdyriensis,110818,siltstone/sandstone,PIN 923/9,wing,length,3.5
Undaya namdyriensis,110818,siltstone/sandstone,PIN 923/14,wing,length,4
Undaya parvula,114307,not reported,PIN 3063/1047,wing,length,3.1
Undaya pura,123197,not reported,PIN 3015/1392,wing,length,4.1
Undaya pura,157548,not reported,PIN 1867/6,wing,length,3.5
Undaya pura,157548,not reported,PIN 1867/6,body,length,4.5
Undaya salsa,110818,siltstone/sandstone,PIN 923/27,wing,length,3
Undaya savina,140476,not reported,PIN 1858/42,wing,length,3.9
Undaya saxea,110818,siltstone/sandstone,PIN 923/20,wing,length,3.5
Undaya saxea,110818,siltstone/sandstone,PIN 923/13,wing,length,3
Undaya triangula,110818,siltstone/sandstone,PIN 923/28,wing,length,4
Undiatina pilosa,123197,not reported,PIN 3015/368,body,width,0.8
Undiatina pilosa,123197,not reported,PIN 3015/368,body,length,2.7
Undopterix caririensis,149767,"""carbonate""",GP/1T-1635,hindwing,length,3.1
Undopterix sukatshevae,123197,not reported,PIN 3015/815,forewing,width,1.5
Undopterix sukatshevae,123197,not reported,PIN 3015/815,forewing,length,4.5
Undulopsychopsis alexi,117609,mudstone,CYNB044,forewing,width,12.3
Undulopsychopsis alexi,117609,mudstone,CYNB044,forewing,length,21.5
Undulopsychopsis alexi,117609,mudstone,CYNB044,hindwing,width,10
Undulopsychopsis alexi,117609,mudstone,CYNB044,hindwing,length,16.5
Undulopsychopsis alexi,117609,mudstone,CYNB044,body,width,3.5
Ungoneurites paucinervis,124587,"""siliciclastic""",NA,wing,width,7
Ungoneurites paucinervis,124587,"""siliciclastic""",NA,wing,length,20
Unicohormaphis sorini,110735,amber,NA,forewing,length,2.4
Uninervus zorapteroides,122565,"""siliciclastic""",PIN 506/37,forewing,width,1
Uninervus zorapteroides,122565,"""siliciclastic""",PIN 506/37,forewing,length,3.2
Unioaphis venusta,122549,marl/siltstone,PIN 3064/2307,forewing,length,1.43
Unioaphis venusta,122549,marl/siltstone,PIN 3064/2307,body,length,1.71
Uralelytron insignis,160746,"""siliciclastic""",NA,elytron,width,2.5
Uralelytron insignis,160746,"""siliciclastic""",NA,elytron,length,7.2
